Файл,Тип кампании,Уровень,ID группы,Название группы,Номер группы,Минус-фраза,Слов,Длина
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!своими руками,2,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!чего,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!чем,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!что,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!что !такое,2,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-1 шт,2,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-3d,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-3д,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-ai,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-cdr,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-gmp,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-ozon,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-pdf,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-png,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-podrochu,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-psd,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-wb,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-wildberries,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-youtube,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-авито,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-аксессуары,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-бесплатно,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-бесплатный макет,2,17
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-бу,1,3
