Файл,Лист,Строка,Тип кампании,Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,ID фразы,Фраза (с минус-словами),ID объявления,Заголовок 1,Заголовок 2,Текст,Комб.Заголовок 1,Заголовок 2__1,Заголовок 3,Заголовок 4,Заголовок 5,Заголовок 6,Заголовок 7,Текст 1,Текст 2,Текст 3,Длина заголовка 1,Длина заголовка 2,Длина заголовка 3,Длина заголовка 4,Длина заголовка 5,Длина заголовка 6,Длина заголовка 7,Длина текста 1,Длина текста 2,Длина текста 3,Изображение 1,Изображение 2,Изображение 3,Изображение 4,Изображение 5,Вертикальное видео 1,Вертикальное видео 2,Квадратное видео 1,Квадратное видео 2,Горизонтальное видео 1,Горизонтальное видео 2,Статус модерации ассетов,Ссылка,Отображаемая ссылка,Организация Яндекс.Справочника,Регион,Автоставка,Ставка,Ставка в сетях,Статус объявления,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Уточнения,Минус-фразы на группу,Возрастные ограничения,Комб.Продвижение приложений: настройки на группу,Ссылка на приложение в магазине,Тип устройства,Тип связи,Версия ОС,Трекинговая ссылка,Иконка,Рейтинг,Количество оценок,Цена
710718813.xlsx,Тексты,110,Единая перфоманс-кампания,+,Комбинаторное,-,5760359820,Косметика и парфюмерия (Ключи),2,,,1912815354804337415,,,,#Упаковка для косметики#,#Коробки косметика СПб#,#Упаковка для косметики спб#,,,,,Картонные коробки для косметики и парфюмерии.,"Выборочный лак, тиснение, фольга. Кашировка, софт-тач покрытие.",Индивидуальный дизайн.,,,,,,,,,,,https://direct.yandex.ru/images/direct/4768991/XnDuJCrFEHvVU2_puOXbUg,https://direct.yandex.ru/images/direct/5109948/wuXyqXY_cURU0Lr5M_26IQ,https://direct.yandex.ru/images/direct/5341740/qFXkOi9yWT7gjt9a5XtIOA,https://direct.yandex.ru/images/direct/9595589/ER1MTiYzRmDU63taBBUNUg,,,,,,1162261891,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,,-,,,Идут показы,,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,111,Единая перфоманс-кампания,+,Комбинаторное,-,5760359820,Косметика и парфюмерия (Ключи),2,,,1912817011588563300,,,,#Коробки для парфюмерии#,#Парфюмерная упаковка#,#Коробки для парфюмерии спб#,,,,,Изготовление коробок для духов и парфюмерии.,"Дизайнерский картон, бархат, ленты.","Тиснение золотом, конгрев. Премиум-отделка.",,,,,,,,,,,https://direct.yandex.ru/images/direct/4768991/XnDuJCrFEHvVU2_puOXbUg,https://direct.yandex.ru/images/direct/5109948/wuXyqXY_cURU0Lr5M_26IQ,https://direct.yandex.ru/images/direct/5341740/qFXkOi9yWT7gjt9a5XtIOA,https://direct.yandex.ru/images/direct/9595589/ER1MTiYzRmDU63taBBUNUg,,,,,,1162261891,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,,-,,,Идут показы,,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,112,Единая перфоманс-кампания,+,Комбинаторное,-,5760359820,Косметика и парфюмерия (Ключи),2,,,1912817320828506351,,,,#Складные коробки СПб#,#Коробки самосборные#,#Складные коробки#,,,,,Производство складных коробок из картона.,"Любая конфигурация: крышка-дно, пенал.","Офсетная печать, постпечатная обработка. От 1000 шт.",,,,,,,,,,,https://direct.yandex.ru/images/direct/4768991/XnDuJCrFEHvVU2_puOXbUg,https://direct.yandex.ru/images/direct/5109948/wuXyqXY_cURU0Lr5M_26IQ,https://direct.yandex.ru/images/direct/5341740/qFXkOi9yWT7gjt9a5XtIOA,https://direct.yandex.ru/images/direct/9595589/ER1MTiYzRmDU63taBBUNUg,https://direct.yandex.ru/images/direct/5161143/O7bd11kTG1bE6fUGzg6UlA,,,,,1162261891,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,,-,,,Идут показы,,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,113,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,41762401,audience:Были на сайте типографии больше 50 секунд,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,"0,3",Идут показы,,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,-!как -!как сделать -!когда -!от 1 шт -!своими -!своими руками -!чего -!чем -!что -!что !такое -1 шт -3d -3д -ai -cdr -gmp -horeca -ozon -pdf -png -psd -wb -wildberries -youtube -авито -алкоголь -бесплатно -бесплатный макет -бу -бытовая химия фасовка -вайлдберриз -вакансии -видео -википедия -вино -выкройка -где -готовая продукция -готовое решение -готовый -дерево -деревянная -диплом -зарплата -зачем -значение -исходник -ищем -какое -карточка товара -комментарии -косметика -куплю готовое -курсовая -лекарства -лучше !чем -лучший -макет -маленький тираж -малый тираж -маркетплейс -мастер класс -мдф -меню -мультик -мягкая упаковка -наклейка -напитки -обзор -образец -объемная -означает -озон -определение -отзывы -пакеты -парфюмерия -пластик -пленка пвх -подарок -полиэтилен -поставка продуктов -почему -презент -пример -работа -развертка -резюме -рейтинг -ресторан -реферат -розница -самому -самостоятельно -сделать самому -сериал -скачать -скачать макет -смотреть -создание карточек -сравнение -стикер -схема -тампопечать -термотрансфер -термоэтикетка -требуется -ультрафиолетовая печать -фанера -фарма -фильм -форум -фулфилмент -хуже -чертеж -шаблон -шаблон макета -шелкография -шт -штук -штучно -юла -ютуб -яндекс маркет,,,,,,,,,,,
710718813.xlsx,Тексты,114,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,41115562,audience:Был на сайте Типографии,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,"0,3",Идут показы,,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,115,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,42126704,audience: Были на сайте типографии больше 30 сек и смотрели партфолио Food-Non-Food,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,"0,3",Идут показы,,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,116,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57447368721,упаковка для пищевых продуктов спб,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,117,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57447368722,коробки для продуктов питания спб,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,118,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57447368726,упаковка для кондитерских изделий спб,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,119,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,205760360081,---autotargeting,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Приостановлена,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,120,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57482371358,производство упаковки для мороженого,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,121,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57483331752,коробки для чая и кофе,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,122,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57909599454,"""упаковка для кондитерских""",17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,123,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57909599455,"""упаковка для пищевых производств""",17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
710718813.xlsx,Тексты,124,Единая перфоманс-кампания,-,Комбинаторное,-,5760360081,Food & Non-food (Ключи),3,57909610546,картонная упаковка для пищевых производств,17750433325,#Упаковка для кондитеров#,#Коробки для сладостей#,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",#Упаковка для кондитеров#,#Коробки для сладостей#,#Упаковка под сладости#,,,,,"Коробки для кондитерских изделий. Печать полноцвет, микрогофрокартон. Крафт-бумага.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,https://direct.yandex.ru/images/direct/5235974/7NravA_U9UNQ7hUyejNh2Q,https://direct.yandex.ru/images/direct/5223389/ldQf_RqXpBFru2rtIK-Q2w,https://direct.yandex.ru/images/direct/5281630/WooM2VHOX_ZMnsOAI72Ghg,,,,1162268131,,,,,https://printyard.spb.ru/industries/food,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Идут показы,Работает везде,Портфолио Food||Коробки для еды||Крафт-упаковка||Упаковка для Non-food||О компании||Контакты||||,Упаковка для продуктов и непищевых||Картонные коробки для продуктов||Эко-упаковка из крафта||Коробки для непищевых товаров||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/portfolio/food||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,https://direct.yandex.ru/images/direct/4407725/4v9Ues0nSt0Opcum5SKGQA,1162268131,Принято,Безопасные краски||Крафтовая упаковка||Упаковка для продуктов||Самосборные лотки||Тиражи от 1000 штук||Упаковка для товаров,,,,,,,,,,,,
