Файл,Лист,Строка,Тип кампании,Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,ID фразы,Фраза (с минус-словами),ID объявления,Заголовок 1,Заголовок 2,Текст,Комб.Заголовок 1,Заголовок 2__1,Заголовок 3,Заголовок 4,Заголовок 5,Заголовок 6,Заголовок 7,Текст 1,Текст 2,Текст 3,Длина заголовка 1,Длина заголовка 2,Длина заголовка 3,Длина заголовка 4,Длина заголовка 5,Длина заголовка 6,Длина заголовка 7,Длина текста 1,Длина текста 2,Длина текста 3,Изображение 1,Изображение 2,Изображение 3,Изображение 4,Изображение 5,Вертикальное видео 1,Вертикальное видео 2,Квадратное видео 1,Квадратное видео 2,Горизонтальное видео 1,Горизонтальное видео 2,Статус модерации ассетов,Ссылка,Отображаемая ссылка,Организация Яндекс.Справочника,Регион,Автоставка,Ставка,Ставка в сетях,Статус объявления,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Уточнения,Минус-фразы на группу,Возрастные ограничения,Комб.Продвижение приложений: настройки на группу,Ссылка на приложение в магазине,Тип устройства,Тип связи,Версия ОС,Трекинговая ссылка,Иконка,Рейтинг,Количество оценок,Цена
710718813.xlsx,Тексты,610,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57908806645,заказать брендирование упаковки,17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,611,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57908806646,"""производство брендированных упаковок""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,612,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57908806647,производитель брендированной упаковки,17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,613,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57908806648,"""брендированная картонная упаковка""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,614,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57908806649,производство брендированной картонной упаковки,17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,615,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57908806650,производство брендированной упаковки из картона,17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,616,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100611,"""упаковка для horeca""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,617,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100612,"""упаковка для ресторанов""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,618,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100613,"""коробки для пиццы""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,619,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100614,"""упаковка для фаст-фуда""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,620,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100615,"""брендированная упаковка для кафе""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,621,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100616,"""меню для ресторанов""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,622,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100617,"""печать меню""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
710718813.xlsx,Тексты,623,Единая перфоманс-кампания,-,Комбинаторное,-,5768596320,HoReCa (Автотаргетинг),14,57919100618,"""изготовление меню""",17769414979,,,,"Печать меню для ресторанов, баров и кафе",Винные карты для баров и ресторанов,"Дизайн и печать меню для кафе , баров и ресторанов в СПб",Меню для баров на заказ,Печать меню с тиснением,Меню для ресторанов оптом,Производство меню для HoReCa,"Печать меню и винных карт. Дизайнерская бумага, кашировка. Тиснение, уголки, кольца.","Винные и барные карты на заказ. Премиальная бумага, ручная сборка. Тиснение фольгой.","Производство меню в СПб. Полный цикл: дизайн, печать, отделка. Доставка по РФ.",,,,,,,,,,,https://direct.yandex.ru/images/direct/5306150/P9Y5XzJli1a0GJViWwePkA,https://direct.yandex.ru/images/direct/4435238/R1EaZHofMMwoMcgy5ERqwQ,https://direct.yandex.ru/images/direct/4756895/9TOBl4vfevXJRS7cK69iLQ,https://direct.yandex.ru/images/direct/4834290/3QMAXW7HIGdvY3VJKy14bQ,https://direct.yandex.ru/images/direct/5242805/Vz0CIKnyztGPtVvMd-3vvA,,,,,,,,https://printyard.spb.ru/industries/horeca,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио HoReCa||Меню ресторанов||Упаковка на вынос||Брендирование сервиса||О компании||Контакты||||,Брендирование для кафе и ресторанов||Печать меню и винных карт||Коробки и ланч-боксы с логотипом||Фирменная упаковка для доставки||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/portfolio/horeca||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Брендирование HoReCa||Меню и винные карты||Упаковка на вынос||Печать логотипов||Коробки для доставки||Единый фирменный стиль,,,,,,,,,,,,
