Файл,Тип кампании,ID группы,Название группы,Номер группы,ID фразы,Фраза,Тип фразы,Операторы,Статус фразы,Ставка,Регион,Длина
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806641,брендированная упаковка для роллов,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806642,брендированная упаковка коробки,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806643,упаковка брендированная заказать,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806644,"""брендированная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806645,заказать брендирование упаковки,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806646,"""производство брендированных упаковок""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",38
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806647,производитель брендированной упаковки,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",37
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806648,"""брендированная картонная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",35
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806649,производство брендированной картонной упаковки,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",46
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57908806650,производство брендированной упаковки из картона,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",47
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100611,"""упаковка для horeca""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100612,"""упаковка для ресторанов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100613,"""коробки для пиццы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100614,"""упаковка для фаст-фуда""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100615,"""брендированная упаковка для кафе""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100616,"""меню для ресторанов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100617,"""печать меню""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",13
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100618,"""изготовление меню""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100619,"""коробки для доставки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100620,"""упаковка на вынос""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100621,"""крафт упаковка для ресторанов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100622,"""коробки для супов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100623,"""упаковка для бургеров""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100624,[упаковка для horeca],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100625,[печать меню],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",13
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100626,[коробки для пиццы],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57919100627,[упаковка для ресторанов],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57939191862,срочная печать меню для ресторанов,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57996056650,типография печать меню,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57996056653,печать упаковки типография,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",26
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57996087014,заказать брендированные упаковки для шаурмы фри,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",47
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,57996087015,производственная компания по изготовлению брендированной упаковки,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",65
710718813.xlsx,Единая перфоманс-кампания,5768596320,HoReCa (Автотаргетинг),14,205768596320,---autotargeting,Автотаргетинг,,Приостановлена,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,41762401,audience:Были на сайте типографии больше 50 секунд,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",50
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,41115562,audience:Был на сайте Типографии,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,42126805,audience: Были на сайте типографии больше 30 сек и смотрели партфолио Промо и спецпроекты,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",89
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57561993798,инфлюенс кейсы спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57561993799,промо упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57561993800,специальные проекты упаковка,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57561993801,рекламные коробки спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868984,кейсы из картона,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868985,"""картонные кейсы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868986,производство картонных кейсов,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",29
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868987,презентационные картонные кейсы,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868988,производство презентационных кейсов из картона,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",46
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868989,картонные кейсы оптом,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868990,"""картонный бокс""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868991,картонная коробка бокс,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868992,купить картонный бокс,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868993,картонные ланч боксы,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57908868994,бокс картонный для архивирования,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101605,"""промо упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101606,"""рекламные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101607,"""специальная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101608,"""упаковка для спецпроектов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101609,"""промо коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",15
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101610,"""нестандартная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101611,"""упаковка для акций""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101612,"""рекламная картонная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101613,"""промо кейсы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",13
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101614,[промо упаковка],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101615,[рекламные коробки],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,57919101616,[нестандартная упаковка],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5768597506,Промо и спец проекты (Автотаргетинг),15,205768597506,---autotargeting,Автотаргетинг,,Приостановлена,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,41762401,audience:Были на сайте типографии больше 50 секунд,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",50
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,41115562,audience:Был на сайте Типографии,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,42126642,audience:Были на сайте типографии больше 30 сек и смотрели партфолио Алкоголь и напитки,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",87
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997032,металлизированная упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997033,упаковка для напитков спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997034,коробки для соков,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997035,"""этикетки для бутылок""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997036,упаковка для алкоголя спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997037,подарочные кейсы для алкоголя,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",29
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997038,крафтовая упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997039,"""печать сухой этикетки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997040,упаковка для кондитеров,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997041,"""упаковка для пищевых производств""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57561997042,коробки для продуктов питания,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",29
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57908891528,"""печать этикеток""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103570,"""этикетки для напитков""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103571,"""сухие этикетки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103572,"""этикетки на бутылки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103574,"""этикетки для пива""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103575,"""этикетки для алкоголя""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103576,"""упаковка для кондитеров""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103577,"""коробки для кондитерских изделий""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103578,"""коробки для тортов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103579,"""пищевая упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103580,"""коробки для продуктов питания""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103581,"""упаковка для чая и кофе""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103582,"""коробки для чая""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103583,"""упаковка для мороженого""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103584,"""самосборные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103585,[этикетки для бутылок],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103586,[печать этикеток],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103587,[упаковка для кондитеров],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57919103588,[коробки для тортов],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255092,"""этикетки для соков и напитков""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255093,"""этикетка для коньяка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255094,этикетки для консерв,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255095,фасовка и упаковка бытовой химии,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255096,"""печать этикетки для вина""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",26
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255098,этикетки для бутылок вино,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255099,этикетка для бутылок коньяк,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255100,коробка из гофрокартона,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255101,этикетка для вина купить,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255102,"""этикетка для вина""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255103,производство этикеток для пищевого производства,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",47
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255104,этикетки для продуктов питания,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255105,подарочные кейсы для бутылок спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255106,кейсы для бутылок с ложементом спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255107,подарочные коробки для напитков спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",35
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255108,коробки для бутылок с тиснением спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",35
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255109,печать сухих этикеток спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255110,сухие этикетки для бутылок спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255111,этикетки для напитков спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255112,печать этикеток для консервов спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",33
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255113,"""пищевая упаковка спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255114,упаковка для пищевых производств спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",36
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255115,коробки для продуктов спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255116,самосборные коробки спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255117,коробки для фаст-фуда спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255118,коробка для пиццы спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,57965255119,коробки для кондитеров спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",26
